Document	Motif	Probability	Overlap Score	Precursor Mass	Retention Time	Document Annotation	Motif_consensus	Motif_2	Proba_2	Overl_2	Motif_3	Proba_3	Overl_3	Motif_4	Proba_4	Overl_4	Motif_5	Proba_5	Overl_5	Motif_6	Proba_6	Overl_6	Motif_7	Proba_7	Overl_7	Motif_8	Proba_8	Overl_8	Motif_9	Proba_9	Overl_9
1219	M202	0.606	0.9440000000000001	415.252	None	None	M202,M78	M78	0.335	0.016																					
122	M17	0.522	0.122	355.0683	None	None	M17,M220,M26	M220	0.214	0.816	M26	0.177	0.483																		
1220	M246	0.289	0.652	336.3244	None	None	M246,M220,M84,M110,M137	M220	0.22399999999999998	0.564	M84	0.158	0.5539999999999999	M110	0.087	0.48	M137	0.086	0.634												
1221	M57	0.8540000000000001	0.27899999999999997	293.1484	None	None	M57,M1	M1	0.09300000000000001	0.20800000000000002																					
1222	M199	0.775	0.29100000000000004	641.5796	None	None	M199,M143	M143	0.10800000000000001	0.09699999999999999																					
1223	M123	0.609	0.256	475.2944	None	None	M123,M180,M353	M180	0.19399999999999998	0.35700000000000004	M353	0.16699999999999998	0.374																		
1224	M193	0.48200000000000004	0.298	255.2308	None	None	M193,M166,M228,M220	M166	0.18	0.512	M228	0.13699999999999998	0.17600000000000002	M220	0.066	0.42700000000000005															
1225	M202	0.46299999999999997	0.882	408.3666	None	None	M202,M334,M47,M230,M354	M334	0.252	0.377	M47	0.114	0.934	M230	0.102	0.8440000000000001	M354	0.068	0.299												
1226	M88	0.253	0.46399999999999997	226.1793	None	None	M88,M342,M192,M110,M137,M128	M342	0.218	0.462	M192	0.16	0.708	M110	0.079	0.518	M137	0.077	0.7879999999999999	M128	0.053	0.61									
1227	M71	0.6	0.866	386.2005	None	None	M71,M198	M198	0.285	0.785																					
1228	M19	0.9990000000000001	0.042	298.3087	None	None	M19																								
1229	M71	0.623	0.772	724.4294	None	None	M71,M202	M202	0.34700000000000003	0.9309999999999999																					
123	M392	0.5579999999999999	0.078	402.356	None	None	M392,M334	M334	0.418	0.109																					
1230	M296	0.461	0.11599999999999999	389.1099	None	None	M296,M26,M119,M360	M26	0.322	0.64	M119	0.11900000000000001	0.46399999999999997	M360	0.098	0.08															
1231	M71	0.5589999999999999	0.8340000000000001	1224.7346	None	None	M71,M202	M202	0.396	0.9159999999999999																					
1232	M281	0.539	0.254	368.2777	None	None	M281,M125,M64,M234	M125	0.147	0.187	M64	0.135	0.27	M234	0.064	0.316															
1233	M270	0.507	0.068	337.1894	None	None	M270,M337	M337	0.48	0.7909999999999999																					
1234	M264	0.377	0.516	384.3454	None	None	M264,M220,M237,M137,M29,M96	M220	0.124	0.561	M237	0.115	0.7909999999999999	M137	0.066	0.706	M29	0.062	0.586	M96	0.059000000000000004	0.623									
1235	M73	0.9440000000000001	0.09	273.1616	None	None	M73,M141	M141	0.055999999999999994	0.16399999999999998																					
1236	M92	0.861	0.131	638.2126	None	None	M92,M356,M126	M356	0.079	0.293	M126	0.06	0.552																		
1237	M8	0.706	0.054000000000000006	239.066	None	None	M8,M117	M117	0.096	0.649																					
1238	M71	0.35100000000000003	0.852	380.2991	None	None	M71,M170,M202,M334,M230	M170	0.20800000000000002	0.474	M202	0.152	0.853	M334	0.139	0.385	M230	0.096	0.835												
1239	M337	0.8859999999999999	0.787	174.1269	None	None	M337,M152	M152	0.06	0.579																					
124	M262	0.9990000000000001	0.039	609.3385	None	None	M262																								
1240	M169	0.5720000000000001	0.499	416.2987	None	None	M169,M220,M137,M110	M220	0.19699999999999998	0.657	M137	0.08900000000000001	0.705	M110	0.054000000000000006	0.452															
1241	M322	0.823	0.797	611.4213	None	None	M322																								
1242	M49	0.8959999999999999	0.285	331.2151	None	None	M49,M80	M80	0.077	0.09699999999999999																					
1243	M213	0.563	0.03	331.1245	None	None	M213,M322	M322	0.41600000000000004	0.856																					
1244	M277	0.37799999999999995	0.5820000000000001	238.1428	None	None	M277,M33,M9	M33	0.377	0.43200000000000005	M9	0.222	0.077																		
1245	M41	0.358	0.19699999999999998	193.1578	None	None	M41,M378,M110,M371,M346	M378	0.316	0.696	M110	0.096	0.607	M371	0.094	0.912	M346	0.07400000000000001	0.765												
1246	M24	0.54	0.043	393.1647	None	None	M24,M47,M209	M47	0.27399999999999997	0.9279999999999999	M209	0.134	0.373																		
1247	M224	0.6559999999999999	0.064	345.1947	None	None	M224,M259,M95	M259	0.14	0.461	M95	0.061	0.58																		
1248	M233	1.0	0.136	330.208	None	None	M233																								
1249	M234	0.309	0.081	530.2569	None	None	M234,M232,M346,M336,M207,M386	M232	0.161	0.294	M346	0.086	0.633	M336	0.08	0.536	M207	0.073	0.298	M386	0.055999999999999994	0.77									
125	M314	0.6890000000000001	0.47100000000000003	332.2779	None	None	M314,M110,M386	M110	0.085	0.395	M386	0.081	0.797																		
1250	M337	0.7559999999999999	0.7929999999999999	512.2164	None	None	M337,M200,M14,M49	M200	0.083	0.23399999999999999	M14	0.08	0.021	M49	0.075	0.23399999999999999															
1251	M112	0.6709999999999999	0.276	394.2203	None	None	M112,M382	M382	0.061	0.853																					
1252	M41	0.485	0.168	181.1215	None	None	M41,M332,M110,M59	M332	0.084	0.755	M110	0.07200000000000001	0.48200000000000004	M59	0.067	0.395															
1253	M225	0.609	0.11900000000000001	280.1166	None	None	M225,M371	M371	0.337	0.9159999999999999																					
1254	M355	0.426	0.102	296.1686	None	None	M355,M198,M202	M198	0.353	0.7140000000000001	M202	0.12	0.912																		
1255	M98	0.563	0.321	341.1943	None	None	M98,M266	M266	0.402	0.6809999999999999																					
1256	M337	0.975	0.8079999999999999	504.3345	None	None	M337																								
1257	M202	0.632	0.867	504.3351	None	None	M202,M78,M255,M117	M78	0.14	0.006999999999999999	M255	0.126	0.051	M117	0.063	0.649															
1258	M202	0.5	0.725	702.5331	None	None	M202,M255,M230	M255	0.36700000000000005	0.302	M230	0.113	0.77																		
1259	M202	0.792	0.9359999999999999	784.4866	None	None	M202,M7	M7	0.19	0.677																					
126	M299	0.8440000000000001	0.102	413.2319	None	None	M299,M180	M180	0.156	0.35700000000000004																					
1260	M103	0.701	0.182	406.0966	None	None	M103,M305,M128,M324,M219	M305	0.07400000000000001	0.897	M128	0.069	0.603	M324	0.06	0.98	M219	0.055	0.693												
1261	M66	0.8170000000000001	0.043	411.1813	None	None	M66,M152,M48	M152	0.084	0.5329999999999999	M48	0.057999999999999996	0.171																		
1262	M68	0.627	0.079	556.1933	None	None	M68,M263,M71,M328	M263	0.156	0.081	M71	0.08199999999999999	0.8240000000000001	M328	0.065	0.307															
1263	M49	0.79	0.054000000000000006	558.191	None	None	M49,M124	M124	0.20600000000000002	0.051																					
1264	M267	0.311	0.474	240.1947	None	None	M267,M378,M342,M137	M378	0.217	0.733	M342	0.201	0.5870000000000001	M137	0.061	0.6559999999999999															
1265	M60	0.848	0.077	288.1797	None	None	M60,M115	M115	0.081	0.39899999999999997																					
1266	M360	0.508	0.377	1374.3402	None	None	M360,M26,M367,M141	M26	0.207	0.537	M367	0.154	0.35200000000000004	M141	0.086	0.38299999999999995															
1267	M247	0.645	0.027999999999999997	229.0962	None	None	M247,M59,M384	M59	0.185	0.465	M384	0.057	0.166																		
1268	M74	0.7859999999999999	0.08199999999999999	437.1203	None	None	M74,M259	M259	0.213	0.408																					
1269	M242	0.382	0.22899999999999998	321.1582	None	None	M242,M371,M63	M371	0.32899999999999996	0.914	M63	0.28300000000000003	0.046																		
127	M245	0.5329999999999999	0.14800000000000002	311.1834	None	None	M245,M330,M336	M330	0.21600000000000003	0.166	M336	0.161	0.20600000000000002																		
1270	M396	0.973	0.5870000000000001	616.4604	None	None	M396																								
1271	M334	0.5920000000000001	0.154	450.3769	None	None	M334,M199,M324,M220	M199	0.092	0.29100000000000004	M324	0.076	0.982	M220	0.063	0.414															
1272	M211	0.596	0.8270000000000001	1342.9202	None	None	M211,M123	M123	0.4	0.11																					
1273	M286	0.996	0.085	284.2932	None	None	M286																								
1274	M220	0.257	0.512	336.3244	None	None	M220,M65,M246,M137,M110,M47	M65	0.185	0.29	M246	0.127	0.32799999999999996	M137	0.106	0.679	M110	0.075	0.365	M47	0.061	0.922									
1275	M238	1.0	0.527	208.1686	None	None	M238																								
1276	M249	0.763	0.13699999999999998	484.3458	None	None	M249,M151	M151	0.051	0.11800000000000001																					
1277	M305	0.997	0.009000000000000001	437.2337	None	None	M305																								
1278	M226	0.441	0.043	397.089	None	None	M226,M263,M242	M263	0.259	0.125	M242	0.22699999999999998	0.2																		
1279	M262	0.993	0.428	310.2147	None	None	M262																								
128	M202	0.44299999999999995	0.685	600.4653	None	None	M202,M255,M230	M255	0.39799999999999996	0.27899999999999997	M230	0.11599999999999999	0.763																		
1280	M302	0.29600000000000004	0.239	444.3298	None	None	M302,M169,M220,M137,M0	M169	0.239	0.368	M220	0.215	0.48200000000000004	M137	0.134	0.7709999999999999	M0	0.052000000000000005	0.5920000000000001												
1281	M255	0.456	0.40700000000000003	600.4652	None	None	M255,M202,M230	M202	0.385	0.63	M230	0.111	0.758																		
1282	M325	0.596	0.01	315.1839	None	None	M325,M322	M322	0.39	0.883																					
1283	M397	0.88	0.024	319.1352	None	None	M397,M364	M364	0.11900000000000001	0.051																					
1284	M396	0.981	0.588	790.585	None	None	M396																								
1285	M267	0.603	0.225	580.4914	None	None	M267,M199,M223,M137	M199	0.188	0.29	M223	0.096	0.46	M137	0.067	0.883															
1286	M242	0.7120000000000001	0.235	399.0869	None	None	M242,M124	M124	0.222	0.051																					
1287	M115	0.9420000000000001	0.513	302.1584	None	None	M115																								
1288	M393	0.711	0.083	319.1425	None	None	M393,M48,M71	M48	0.13	0.183	M71	0.062	0.772																		
1289	M358	0.606	0.099	457.3977	None	None	M358,M160	M160	0.064	0.179																					
129	M144	0.935	0.49200000000000005	196.1686	None	None	M144																								
1290	M211	0.568	0.74	607.3884	None	None	M211,M180,M353,M152	M180	0.23800000000000002	0.35700000000000004	M353	0.106	0.374	M152	0.085	0.5579999999999999															
1291	M45	0.526	0.157	377.2206	None	None	M45,M371	M371	0.46399999999999997	0.912																					
1292	M396	0.912	0.64	1212.8952	None	None	M396,M7	M7	0.08800000000000001	0.7190000000000001																					
1293	M356	0.551	0.455	328.3193	None	None	M356,M371	M371	0.317	0.915																					
1294	M396	0.654	0.6459999999999999	922.6876	None	None	M396,M220,M110	M220	0.077	0.419	M110	0.06	0.544																		
1295	M149	0.512	0.067	352.262	None	None	M149,M288	M288	0.43799999999999994	0.11599999999999999																					
1296	M389	0.878	0.157	325.1781	None	None	M389,M96	M96	0.057999999999999996	0.617																					
1297	M333	0.647	0.154	529.3417	None	None	M333,M180,M152	M180	0.18	0.35700000000000004	M152	0.12300000000000001	0.5589999999999999																		
1298	M163	0.966	0.051	377.1001	None	None	M163																								
1299	M187	0.49700000000000005	0.537	540.4597	None	None	M187,M199	M199	0.342	0.29100000000000004																					
13	M233	0.988	0.023	247.1654	None	None	M233																								
130	M339	0.9990000000000001	0.045	337.1026	None	None	M339																								
1300	M334	0.9940000000000001	0.132	406.3509	None	None	M334																								
1301	M354	0.787	0.741	364.3405	None	None	M354,M230,M202	M230	0.06	0.7	M202	0.055999999999999994	0.201																		
1302	M69	0.9620000000000001	0.025	324.2137	None	None	M69																								
1303	M250	0.521	0.17600000000000002	356.3144	None	None	M250,M378,M110,M29,M324,M137,M344	M378	0.121	0.665	M110	0.057999999999999996	0.442	M29	0.057999999999999996	0.5660000000000001	M324	0.057	0.982	M137	0.051	0.645	M344	0.05	0.36700000000000005						
1304	M392	0.9990000000000001	0.036000000000000004	273.1658	None	None	M392																								
1305	M378	0.237	0.7170000000000001	211.1683	None	None	M378,M166,M330,M110,M253,M137,M301,M54	M166	0.207	0.431	M330	0.174	0.349	M110	0.081	0.546	M253	0.066	0.456	M137	0.064	0.598	M301	0.062	0.7190000000000001	M54	0.051	0.324			
1306	M342	0.512	0.706	228.1948	None	None	M342,M378,M137	M378	0.22899999999999998	0.7140000000000001	M137	0.085	0.725																		
1307	M292	0.6970000000000001	0.06	171.1484	None	None	M292,M114	M114	0.287	0.193																					
1308	M26	0.6779999999999999	0.8340000000000001	758.2186	None	None	M26,M316	M316	0.322	0.442																					
1309	M144	0.972	0.581	196.1535	None	None	M144																								
131	M129	0.89	0.47100000000000003	582.5908	None	None	M129,M117	M117	0.11	0.649																					
1310	M49	0.956	0.024	431.1768	None	None	M49																								
1311	M313	0.981	0.078	173.0777	None	None	M313																								
1312	M23	0.526	0.213	151.0959	None	None	M23,M202,M354	M202	0.32899999999999996	0.732	M354	0.115	0.368																		
1313	M44	1.0	0.131	1027.3161	None	None	M44																								
1314	M358	0.7609999999999999	0.109	289.2914	None	None	M358,M184	M184	0.193	0.621																					
1315	M342	0.9640000000000001	0.042	440.2255	None	None	M342																								
1316	M141	0.361	0.44299999999999995	366.3715	None	None	M141,M61,M110,M220,M137,M47	M61	0.22399999999999998	0.08800000000000001	M110	0.122	0.504	M220	0.091	0.18600000000000003	M137	0.057	0.606	M47	0.05	0.9229999999999999									
1317	M10	0.611	0.765	610.5856	None	None	M10,M356,M285	M356	0.27699999999999997	0.628	M285	0.069	0.308																		
1318	M26	0.88	0.841	774.2495	None	None	M26,M316	M316	0.12	0.43700000000000006																					
1319	M26	0.7	0.825	758.2184	None	None	M26,M119	M119	0.29600000000000004	0.467																					
132	M322	0.544	0.882	198.1268	None	None	M322,M283	M283	0.428	0.063																					
1320	M211	0.532	0.74	624.4149	None	None	M211,M284,M15,M33,M47	M284	0.187	0.38	M15	0.09699999999999999	0.37200000000000005	M33	0.085	0.431	M47	0.055999999999999994	0.922												
1321	M193	0.956	0.04	445.1824	None	None	M193																								
1322	M334	0.903	0.018000000000000002	340.356	None	None	M334,M184	M184	0.053	0.4																					
1323	M360	0.5479999999999999	0.29600000000000004	687.673	None	None	M360,M26,M367,M141	M26	0.29100000000000004	0.604	M367	0.073	0.34299999999999997	M141	0.052000000000000005	0.426															
1324	M89	0.7140000000000001	0.207	304.1739	None	None	M89,M115	M115	0.23	0.41																					
1325	M71	0.721	0.866	425.304	None	None	M71,M230,M202	M230	0.084	0.805	M202	0.052000000000000005	0.882																		
1326	M29	0.5760000000000001	0.57	513.4966	None	None	M29,M378	M378	0.33899999999999997	0.6920000000000001																					
1327	M342	0.659	0.051	426.2102	None	None	M342,M2	M2	0.297	0.141																					
1328	M223	0.37799999999999995	0.584	468.4391	None	None	M223,M378,M29,M137	M378	0.32799999999999996	0.743	M29	0.131	0.579	M137	0.062	0.557															
1329	M163	0.728	0.021	537.4212	None	None	M163,M129,M96	M129	0.203	0.444	M96	0.068	0.623																		
133	M176	0.996	0.040999999999999995	424.2542	None	None	M176																								
1330	M13	0.8240000000000001	0.171	456.0555	None	None	M13,M209	M209	0.106	0.37200000000000005																					
1331	M10	0.889	0.767	592.5751	None	None	M10,M117	M117	0.07	0.667																					
1332	M71	0.495	0.846	451.2672	None	None	M71,M95,M127,M202,M384	M95	0.091	0.49700000000000005	M127	0.084	0.23399999999999999	M202	0.062	0.893	M384	0.055	0.182												
1333	M271	0.496	0.354	307.1882	None	None	M271,M134	M134	0.3	0.314																					
1334	M267	0.583	0.264	668.6269	None	None	M267,M351,M10	M351	0.13699999999999998	0.14800000000000002	M10	0.124	0.639																		
1335	M100	0.7090000000000001	0.01	341.0923	None	None	M100,M199,M137	M199	0.129	0.292	M137	0.057999999999999996	0.95																		
1336	M267	0.43	0.253	591.5432	None	None	M267,M351,M10,M141,M110,M137	M351	0.151	0.149	M10	0.106	0.639	M141	0.102	0.43700000000000006	M110	0.068	0.544	M137	0.067	0.741									
1337	M348	0.9990000000000001	0.083	266.1714	None	None	M348																								
1338	M71	0.57	0.8540000000000001	473.2808	None	None	M71,M202,M95,M384	M202	0.073	0.894	M95	0.07	0.37	M384	0.061	0.165															
1339	M342	0.575	0.815	256.2259	None	None	M342,M220,M137	M220	0.298	0.785	M137	0.073	0.684																		
134	M314	0.8320000000000001	0.456	376.3043	None	None	M314,M386	M386	0.124	0.9670000000000001																					
1340	M187	0.87	0.498	557.4864	None	None	M187,M137	M137	0.051	0.885																					
1341	M71	0.799	0.86	856.495	None	None	M71,M202,M12	M202	0.132	0.92	M12	0.061	0.055																		
