Document	Motif	Probability	Overlap Score	Precursor Mass	Retention Time	Document Annotation	Motif_consensus	Motif_2	Proba_2	Overl_2	Motif_3	Proba_3	Overl_3	Motif_4	Proba_4	Overl_4	Motif_5	Proba_5	Overl_5	Motif_6	Proba_6	Overl_6	Motif_7	Proba_7	Overl_7	Motif_8	Proba_8	Overl_8	Motif_9	Proba_9	Overl_9
3173	M194	0.706	0.067	336.1787	None	None	M194,M371,M166	M371	0.09300000000000001	0.909	M166	0.085	0.365																		
3174	M165	1.0	0.32299999999999995	385.1266	None	None	M165																								
3175	M36	0.983	0.11599999999999999	475.3232	None	None	M36																								
3176	M10	0.8809999999999999	0.735	544.466	None	None	M10,M64	M64	0.11800000000000001	0.24																					
3177	M52	0.8320000000000001	0.201	324.1789	None	None	M52,M253	M253	0.146	0.612																					
3178	M201	0.917	0.233	304.1525	None	None	M201																								
3179	M71	0.49	0.778	163.0958	None	None	M71,M142	M142	0.485	0.033																					
318	M144	0.972	0.581	196.1535	None	None	M144																								
3180	M72	0.716	0.158	590.3299	None	None	M72,M305	M305	0.171	0.7879999999999999																					
3181	M382	0.531	0.456	356.2238	None	None	M382,M201,M276	M201	0.385	0.01	M276	0.07400000000000001	0.038																		
3182	M47	1.0	0.948	232.0662	None	None	M47																								
3183	M356	0.9440000000000001	0.013000000000000001	219.112	None	None	M356																								
3184	M248	0.98	0.182	377.1694	None	None	M248																								
3185	M37	0.797	0.049	550.3066	None	None	M37,M248	M248	0.198	0.146																					
3186	M195	1.0	0.107	606.3973	None	None	M195																								
3187	M399	0.985	0.10800000000000001	685.3527	None	None	M399																								
3188	M52	0.9059999999999999	0.16899999999999998	306.1681	None	None	M52																								
3189	M326	0.49	0.09300000000000001	471.3776	None	None	M326,M160,M232,M386,M346	M160	0.14	0.27699999999999997	M232	0.077	0.289	M386	0.054000000000000006	0.7929999999999999	M346	0.054000000000000006	0.745												
319	M191	0.34	0.12	396.3303	None	None	M191,M202,M335,M170,M230,M47	M202	0.29100000000000004	0.769	M335	0.109	0.308	M170	0.10300000000000001	0.364	M230	0.08199999999999999	0.772	M47	0.061	0.92									
3190	M57	0.6859999999999999	0.023	317.2092	None	None	M57,M97	M97	0.16699999999999998	0.053																					
3191	M348	0.813	0.084	566.2846	None	None	M348,M308,M248	M308	0.111	0.41	M248	0.06	0.14400000000000002																		
3192	M168	0.76	0.5529999999999999	352.1738	None	None	M168,M96	M96	0.126	0.784																					
3193	M194	0.975	0.057999999999999996	477.3642	None	None	M194																								
3194	M278	0.637	0.111	526.4444	None	None	M278,M220,M232	M220	0.107	0.445	M232	0.051	0.195																		
3195	M69	0.958	0.261	787.5795	None	None	M69																								
3196	M160	0.324	0.542	564.3145	None	None	M160,M282,M95,M232	M282	0.273	0.21100000000000002	M95	0.065	0.162	M232	0.055999999999999994	0.2															
3197	M298	0.85	0.021	477.3642	None	None	M298,M96,M194	M96	0.091	0.623	M194	0.059000000000000004	0.054000000000000006																		
3198	M168	0.85	0.409	320.1473	None	None	M168																								
3199	M140	0.498	0.136	322.1632	None	None	M140,M96,M45,M147	M96	0.214	0.8190000000000001	M45	0.12300000000000001	0.126	M147	0.09	0.165															
32	M144	0.5710000000000001	0.318	154.9896	None	None	M144,M243,M79	M243	0.34	0.32299999999999995	M79	0.08900000000000001	0.218																		
320	M202	0.563	0.755	790.5848	None	None	M202,M255,M230	M255	0.318	0.218	M230	0.086	0.7609999999999999																		
3200	M69	0.924	0.171	425.2666	None	None	M69,M152	M152	0.053	0.563																					
3201	M310	0.85	0.326	594.3296	None	None	M310,M54	M54	0.08900000000000001	0.314																					
3202	M11	0.41700000000000004	0.24100000000000002	508.215	None	None	M11,M325,M50,M108,M95	M325	0.152	0.23199999999999998	M50	0.105	0.134	M108	0.08	0.294	M95	0.055	0.179												
3203	M103	0.9990000000000001	0.055999999999999994	475.3232	None	None	M103																								
3204	M365	0.79	0.055	336.2152	None	None	M365,M157,M324	M157	0.07400000000000001	0.5539999999999999	M324	0.059000000000000004	0.98																		
3205	M238	0.804	0.061	509.4655	None	None	M238,M223	M223	0.174	0.39																					
3206	M155	0.9670000000000001	0.078	522.2423	None	None	M155																								
3207	M163	0.41100000000000003	0.115	574.3353	None	None	M163,M42,M324,M128,M177	M42	0.142	0.226	M324	0.094	0.981	M128	0.059000000000000004	0.807	M177	0.055999999999999994	0.22699999999999998												
3208	M199	0.912	0.165	279.1325	None	None	M199																								
3209	M45	0.903	0.08800000000000001	322.1633	None	None	M45																								
321	M329	0.8029999999999999	0.845	844.5316	None	None	M329,M83	M83	0.068	0.231																					
3210	M251	0.8240000000000001	0.14400000000000002	249.1224	None	None	M251,M371	M371	0.085	0.91																					
3211	M52	0.73	0.198	324.1788	None	None	M52,M371,M253	M371	0.11900000000000001	0.804	M253	0.076	0.44299999999999995																		
3212	M299	0.853	0.122	265.1536	None	None	M299,M146	M146	0.099	0.033																					
3213	M38	0.8859999999999999	0.215	480.3906	None	None	M38,M137	M137	0.069	0.828																					
3214	M13	0.84	0.098	624.423	None	None	M13,M35	M35	0.16	0.17600000000000002																					
3215	M123	0.741	0.166	516.2241	None	None	M123,M148,M81	M148	0.10400000000000001	0.243	M81	0.073	0.076																		
3216	M242	0.9079999999999999	0.017	170.1644	None	None	M242,M114	M114	0.07	0.20199999999999999																					
3217	M208	0.39299999999999996	0.284	534.2672	None	None	M208,M95,M160	M95	0.22	0.501	M160	0.063	0.16899999999999998																		
3218	M3	0.87	0.11699999999999999	294.132	None	None	M3,M31	M31	0.057999999999999996	0.353																					
3219	M48	0.535	0.098	347.2104	None	None	M48,M152	M152	0.439	0.609																					
322	M136	0.9990000000000001	0.032	238.1767	None	None	M136																								
3220	M253	0.982	0.258	277.1171	None	None	M253																								
3221	M67	0.4	0.263	536.2827	None	None	M67,M95,M160,M108	M95	0.18	0.376	M160	0.1	0.271	M108	0.068	0.185															
3222	M49	0.637	0.17600000000000002	568.3764	None	None	M49,M128	M128	0.304	0.242																					
3223	M309	0.9179999999999999	0.235	337.1378	None	None	M309																								
3224	M247	0.809	0.021	417.2511	None	None	M247,M142,M352	M142	0.109	0.039	M352	0.076	0.312																		
3225	M272	0.884	0.599	524.283	None	None	M272																								
3226	M125	0.889	0.091	267.1328	None	None	M125																								
3227	M87	0.7070000000000001	0.297	391.2574	None	None	M87																								
3228	M178	0.713	0.51	399.2358	None	None	M178,M95,M232	M95	0.077	0.361	M232	0.053	0.43799999999999994																		
3229	M265	0.414	0.249	520.2515	None	None	M265,M95,M160,M232	M95	0.14800000000000002	0.285	M160	0.087	0.182	M232	0.062	0.27399999999999997															
323	M66	0.9990000000000001	0.017	459.3533	None	None	M66																								
3230	M325	0.929	0.8959999999999999	508.2151	None	None	M325																								
3231	M255	0.474	0.428	570.4547	None	None	M255,M202,M230	M202	0.386	0.623	M230	0.106	0.7659999999999999																		
3232	M140	0.506	0.023	257.0982	None	None	M140,M315,M3	M315	0.294	0.069	M3	0.113	0.105																		
3233	M168	0.8909999999999999	0.662	338.1581	None	None	M168,M253	M253	0.105	0.586																					
3234	M321	0.41200000000000003	0.44	351.2147	None	None	M321,M147,M38,M160	M147	0.285	0.349	M38	0.073	0.45799999999999996	M160	0.06	0.309															
3235	M55	0.469	0.512	380.2047	None	None	M55,M273,M383,M324,M285	M273	0.172	0.38799999999999996	M383	0.085	0.138	M324	0.059000000000000004	0.981	M285	0.057999999999999996	0.648												
3236	M65	0.564	0.237	490.352	None	None	M65,M84,M137	M84	0.23399999999999999	0.40399999999999997	M137	0.079	0.797																		
3237	M378	0.39299999999999996	0.773	455.3822	None	None	M378,M29,M110,M137	M29	0.373	0.579	M110	0.079	0.47	M137	0.057	0.511															
3238	M363	0.9259999999999999	0.099	609.5177	None	None	M363																								
3239	M267	0.363	0.40399999999999997	481.3977	None	None	M267,M378,M29,M137,M10,M110	M378	0.294	0.7559999999999999	M29	0.10400000000000001	0.569	M137	0.07200000000000001	0.628	M10	0.057	0.637	M110	0.054000000000000006	0.47600000000000003									
324	M109	0.552	0.564	372.3457	None	None	M109,M220	M220	0.24100000000000002	0.607																					
3240	M5	0.505	0.295	494.2359	None	None	M5,M42,M108	M42	0.18100000000000002	0.365	M108	0.085	0.435																		
3241	M249	0.506	0.434	522.2672	None	None	M249,M108,M160,M95	M108	0.147	0.506	M160	0.12300000000000001	0.475	M95	0.07400000000000001	0.24															
3242	M258	0.366	0.205	450.2459	None	None	M258,M55,M165,M273	M55	0.192	0.266	M165	0.168	0.055999999999999994	M273	0.075	0.126															
3243	M6	0.647	0.12	450.2459	None	None	M6,M136	M136	0.221	0.20600000000000002																					
3244	M258	0.596	0.345	450.2459	None	None	M258,M273,M245	M273	0.067	0.207	M245	0.057	0.6990000000000001																		
3245	M341	0.777	0.515	478.2408	None	None	M341																								
3246	M258	0.569	0.139	450.2459	None	None	M258,M245,M344,M55	M245	0.136	0.701	M344	0.08199999999999999	0.29100000000000004	M55	0.061	0.121															
3247	M84	0.26	0.032	381.2985	None	None	M84,M141,M137,M110,M220,M157	M141	0.2	0.22399999999999998	M137	0.146	0.733	M110	0.14	0.479	M220	0.10400000000000001	0.20800000000000002	M157	0.064	0.511									
3248	M140	0.767	0.027000000000000003	523.3215	None	None	M140,M157	M157	0.183	0.501																					
3249	M140	0.9990000000000001	0.026000000000000002	811.6972	None	None	M140																								
325	M252	0.9470000000000001	0.537	482.3665	None	None	M252,M202	M202	0.052000000000000005	0.8590000000000001																					
3250	M123	0.6970000000000001	0.192	501.3395	None	None	M123,M398	M398	0.20600000000000002	0.028999999999999998																					
3251	M123	0.5	0.222	441.3188	None	None	M123,M220,M157,M110,M137	M220	0.14300000000000002	0.499	M157	0.111	0.521	M110	0.08900000000000001	0.467	M137	0.07400000000000001	0.675												
3252	M123	0.655	0.162	576.3707	None	None	M123,M220,M302,M280	M220	0.091	0.585	M302	0.069	0.203	M280	0.054000000000000006	0.45399999999999996															
3253	M347	0.562	0.11199999999999999	426.4038	None	None	M347,M216,M237	M216	0.33799999999999997	0.083	M237	0.09	0.597																		
3254	M123	0.447	0.17800000000000002	476.3559	None	None	M123,M71,M219,M137	M71	0.318	0.772	M219	0.124	0.483	M137	0.052000000000000005	0.932															
3255	M139	0.88	0.099	604.4023	None	None	M139,M0	M0	0.11900000000000001	0.7909999999999999																					
3256	M347	0.9890000000000001	0.08900000000000001	789.7154	None	None	M347																								
3257	M14	0.7609999999999999	0.506	376.1949	None	None	M14,M47	M47	0.239	0.9229999999999999																					
3258	M292	0.902	0.17	377.3509	None	None	M292																								
3259	M194	0.654	0.079	250.179	None	None	M194,M322	M322	0.297	0.807																					
326	M31	0.601	0.04	372.1344	None	None	M31,M184,M231	M184	0.19899999999999998	0.619	M231	0.081	0.043																		
3260	M347	0.502	0.10400000000000001	468.4505	None	None	M347,M33	M33	0.484	0.434																					
3261	M398	0.47	0.086	394.354	None	None	M398,M82,M322	M82	0.409	0.132	M322	0.057999999999999996	0.855																		
3262	M63	1.0	0.121	404.2262	None	None	M63																								
3263	M210	0.899	0.395	494.309	None	None	M210																								
3264	M318	0.619	0.08900000000000001	508.3246	None	None	M318,M210,M386	M210	0.134	0.129	M386	0.064	0.8490000000000001																		
3265	M114	0.755	0.155	445.2926	None	None	M114,M137,M26	M137	0.077	0.888	M26	0.051	0.299																		
3266	M14	0.893	0.527	359.1685	None	None	M14																								
3267	M263	0.368	0.134	297.2771	None	None	M263,M220,M110,M96,M166	M220	0.257	0.597	M110	0.156	0.591	M96	0.086	0.723	M166	0.065	0.267												
3268	M202	0.43200000000000005	0.7809999999999999	526.3714	None	None	M202,M252,M255,M266,M230	M252	0.22399999999999998	0.5429999999999999	M255	0.20199999999999999	0.174	M266	0.067	0.035	M230	0.057999999999999996	0.6890000000000001												
3269	M25	0.599	0.29100000000000004	487.2299	None	None	M25,M108,M241,M232	M108	0.125	0.262	M241	0.067	0.517	M232	0.063	0.261															
327	M364	0.5760000000000001	0.141	534.3681	None	None	M364,M170,M117	M170	0.332	0.46399999999999997	M117	0.092	0.649																		
3270	M349	0.574	0.715	506.3088	None	None	M349,M160	M160	0.27899999999999997	0.716																					
3271	M19	0.9840000000000001	0.278	281.1484	None	None	M19																								
3272	M168	0.924	0.26	320.1479	None	None	M168																								
3273	M136	0.9990000000000001	0.027999999999999997	380.3294	None	None	M136																								
3274	M65	0.725	0.057	250.1429	None	None	M65,M194	M194	0.113	0.075																					
3275	M397	0.973	0.11199999999999999	321.1433	None	None	M397																								
3276	M116	0.943	0.09300000000000001	248.1272	None	None	M116																								
3277	M183	0.941	0.18100000000000002	309.143	None	None	M183																								
3278	M18	0.882	0.053	206.1169	None	None	M18																								
3279	M347	0.66	0.109	395.3616	None	None	M347,M250,M371	M250	0.179	0.061	M371	0.136	0.912																		
328	M1	0.547	0.222	366.8634	None	None	M1,M74	M74	0.452	0.021																					
3280	M248	0.759	0.11699999999999999	305.148	None	None	M248,M1,M92	M1	0.17800000000000002	0.209	M92	0.053	0.254																		
3281	M9	0.9520000000000001	0.079	268.1532	None	None	M9																								
3282	M289	0.857	0.025	234.1117	None	None	M289,M233	M233	0.08800000000000001	0.037000000000000005																					
3283	M121	0.726	0.14	306.1321	None	None	M121,M315	M315	0.17	0.27699999999999997																					
3284	M399	1.0	0.07200000000000001	590.4026	None	None	M399																								
3285	M13	0.995	0.035	630.2817	None	None	M13																								
3286	M18	0.5479999999999999	0.11699999999999999	228.1487	None	None	M18,M378,M137,M323	M378	0.22899999999999998	0.743	M137	0.078	0.66	M323	0.057	0.243															
3287	M10	0.8009999999999999	0.7440000000000001	595.5023	None	None	M10																								
3288	M6	0.879	0.032	209.1278	None	None	M6																								
3289	M248	0.748	0.244	377.1694	None	None	M248,M1	M1	0.24100000000000002	0.203																					
329	M202	0.532	0.6559999999999999	774.5904	None	None	M202,M329,M230	M329	0.385	0.221	M230	0.068	0.7090000000000001																		
3290	M313	0.927	0.102	276.1219	None	None	M313,M315	M315	0.054000000000000006	0.14300000000000002																					
3291	M195	0.904	0.039	290.1373	None	None	M195,M315	M315	0.071	0.068																					
3292	M299	0.922	0.067	305.1117	None	None	M299																								
3293	M3	0.917	0.131	294.1685	None	None	M3																								
3294	M315	0.841	0.026000000000000002	283.1641	None	None	M315,M251,M299	M251	0.062	0.077	M299	0.055	0.09300000000000001																		
3295	M32	0.606	0.155	492.2198	None	None	M32,M108,M205	M108	0.10800000000000001	0.174	M205	0.063	0.138																		
3296	M225	0.862	0.078	262.1065	None	None	M225,M315	M315	0.127	0.191																					
3297	M67	0.9390000000000001	0.638	508.215	None	None	M67																								
3298	M318	0.755	0.076	373.1835	None	None	M318,M148	M148	0.21100000000000002	0.185																					
3299	M381	0.569	0.27899999999999997	534.2672	None	None	M381,M241	M241	0.14400000000000002	0.593																					
33	M83	0.5760000000000001	0.12	271.9152	None	None	M83,M243,M238	M243	0.35100000000000003	0.385	M238	0.068	0.23																		
330	M231	0.53	0.05	430.3871	None	None	M231,M392	M392	0.455	0.064																					
3300	M283	0.7979999999999999	0.065	298.1635	None	None	M283,M147	M147	0.071	0.19699999999999998																					
3301	M249	0.486	0.071	602.3302	None	None	M249,M241,M128,M237,M324	M241	0.16	0.48700000000000004	M128	0.085	0.838	M237	0.07	0.7809999999999999	M324	0.07	0.982												
3302	M247	0.856	0.035	287.1013	None	None	M247,M315	M315	0.142	0.214																					
3303	M216	0.49700000000000005	0.09	623.5799	None	None	M216,M139,M82,M237	M139	0.35600000000000004	0.038	M82	0.09	0.127	M237	0.055999999999999994	0.597															
3304	M250	0.59	0.08	396.3453	None	None	M250,M82	M82	0.225	0.12300000000000001																					
3305	M385	0.893	0.139	340.1744	None	None	M385																								
3306	M185	0.517	0.221	562.2985	None	None	M185,M160,M241	M160	0.24600000000000002	0.39899999999999997	M241	0.051	0.32																		
3307	M59	0.97	0.037000000000000005	312.1426	None	None	M59																								
3308	M10	0.894	0.754	672.5854	None	None	M10																								
3309	M129	0.8540000000000001	0.134	506.4545	None	None	M129,M0	M0	0.051	0.7909999999999999																					
331	M202	0.588	0.845	672.5223	None	None	M202,M191,M230	M191	0.325	0.057999999999999996	M230	0.087	0.721																		
3310	M17	0.828	0.054000000000000006	354.1536	None	None	M17,M251	M251	0.054000000000000006	0.107																					
3311	M146	0.73	0.043	184.1326	None	None	M146,M303	M303	0.157	0.184																					
3312	M268	0.821	0.059000000000000004	429.3456	None	None	M268,M47	M47	0.055999999999999994	0.9229999999999999																					
3313	M147	0.348	0.564	337.1627	None	None	M147,M256,M45,M207	M256	0.303	0.35700000000000004	M45	0.084	0.26	M207	0.062	0.614															
3314	M353	0.7040000000000001	0.027999999999999997	512.4286	None	None	M353,M137	M137	0.067	0.841																					
3315	M253	0.982	0.254	277.117	None	None	M253																								
3316	M40	0.9259999999999999	0.191	374.1433	None	None	M40																								
3317	M22	0.674	0.217	360.1277	None	None	M22,M285	M285	0.161	0.718																					
3318	M114	0.371	0.25	520.2515	None	None	M114,M95,M384,M160	M95	0.141	0.379	M384	0.134	0.222	M160	0.09	0.273															
3319	M178	0.737	0.23199999999999998	390.1382	None	None	M178,M285	M285	0.18899999999999997	0.677																					
332	M109	0.35100000000000003	0.32899999999999996	399.3927	None	None	M109,M7,M117,M137,M0,M247	M7	0.281	0.049	M117	0.147	0.6859999999999999	M137	0.071	0.653	M0	0.053	0.905	M247	0.052000000000000005	0.11699999999999999									
3320	M172	0.7709999999999999	0.46	462.2458	None	None	M172,M324	M324	0.09699999999999999	0.982																					
3321	M146	0.932	0.365	500.1741	None	None	M146																								
3322	M211	0.746	0.011000000000000001	192.1012	None	None	M211,M359	M359	0.179	0.122																					
3323	M260	0.489	0.424	492.2932	None	None	M260,M160	M160	0.20600000000000002	0.534																					
3324	M247	1.0	0.29600000000000004	399.2492	None	None	M247																								
3325	M162	0.445	0.43200000000000005	332.1322	None	None	M162,M377,M99	M377	0.29	0.733	M99	0.057	0.081																		
3326	M162	0.7170000000000001	0.187	332.1325	None	None	M162,M285	M285	0.217	0.772																					
3327	M147	0.42100000000000004	0.5660000000000001	319.1521	None	None	M147,M45	M45	0.302	0.28300000000000003																					
3328	M202	0.39399999999999996	0.9129999999999999	410.3458	None	None	M202,M335,M230,M181,M47	M335	0.29100000000000004	0.34299999999999997	M230	0.10400000000000001	0.78	M181	0.10300000000000001	0.14	M47	0.08800000000000001	0.92												
3329	M391	0.857	0.368	420.1485	None	None	M391																								
333	M14	1.0	0.244	810.3718	None	None	M14																								
3330	M231	0.757	0.23399999999999999	346.1485	None	None	M231,M285,M273	M285	0.132	0.591	M273	0.053	0.183																		
3331	M344	0.92	0.9079999999999999	436.1934	None	None	M344,M324	M324	0.077	0.981																					
3332	M347	0.731	0.22399999999999998	538.2626	None	None	M347,M204	M204	0.055	0.795																					
3333	M368	0.937	0.428	576.2778	None	None	M368																								
3334	M223	0.8370000000000001	0.608	632.4075	None	None	M223,M110	M110	0.054000000000000006	0.5920000000000001																					
3335	M148	0.586	0.025	534.3039	None	None	M148,M241,M232	M241	0.078	0.6659999999999999	M232	0.059000000000000004	0.272																		
3336	M195	0.639	0.145	404.1537	None	None	M195,M285	M285	0.34	0.748																					
3337	M353	0.535	0.326	447.2355	None	None	M353,M95	M95	0.175	0.505																					
3338	M215	0.44299999999999995	0.156	324.1975	None	None	M215,M141,M220,M110,M197	M141	0.188	0.325	M220	0.154	0.408	M110	0.077	0.478	M197	0.076	0.46299999999999997												
3339	M336	0.502	0.6579999999999999	338.2305	None	None	M336,M170,M117	M170	0.401	0.5489999999999999	M117	0.075	0.649																		
334	M202	0.565	0.772	730.5642	None	None	M202,M255,M230	M255	0.284	0.179	M230	0.1	0.77																		
3340	M254	0.946	0.267	291.096	None	None	M254																								
3341	M192	0.843	0.01	349.1986	None	None	M192																								
3342	M254	0.813	0.254	354.1639	None	None	M254,M285	M285	0.187	0.444																					
3343	M366	0.698	0.107	357.1313	None	None	M366,M38,M371,M59	M38	0.11199999999999999	0.491	M371	0.099	0.91	M59	0.068	0.457															
3344	M337	0.495	0.7709999999999999	361.2258	None	None	M337,M344	M344	0.485	0.02																					
3345	M293	0.526	0.18899999999999997	293.1733	None	None	M293,M157,M134,M96,M249	M157	0.113	0.529	M134	0.11	0.19399999999999998	M96	0.106	0.622	M249	0.087	0.10300000000000001												
3346	M337	0.99	0.765	512.2163	None	None	M337																								
3347	M337	0.898	0.7879999999999999	174.127	None	None	M337,M152	M152	0.055	0.578																					
3348	M383	0.593	0.627	444.221	None	None	M383,M273,M95	M273	0.182	0.602	M95	0.081	0.425																		
3349	M61	0.9259999999999999	0.16899999999999998	178.0857	None	None	M61																								
335	M202	0.401	0.733	484.3821	None	None	M202,M354,M230,M170	M354	0.25	0.155	M230	0.115	0.6629999999999999	M170	0.079	0.364															
3350	M292	0.309	0.267	247.168	None	None	M292,M330,M232,M338,M398	M330	0.253	0.488	M232	0.081	0.309	M338	0.073	0.607	M398	0.052000000000000005	0.287												
3351	M231	0.983	0.13699999999999998	292.1889	None	None	M231																								
3352	M384	0.235	0.324	536.2827	None	None	M384,M139,M160	M139	0.20600000000000002	0.19399999999999998	M160	0.192	0.483																		
3353	M298	0.284	0.28800000000000003	550.2983	None	None	M298,M160,M95	M160	0.242	0.516	M95	0.183	0.414																		
3354	M39	0.361	0.43700000000000006	452.1887	None	None	M39,M345,M377,M273	M345	0.299	0.5920000000000001	M377	0.165	0.466	M273	0.057	0.265															
3355	M291	0.715	0.174	309.1676	None	None	M291,M147	M147	0.09699999999999999	0.191																					
3356	M172	0.24600000000000002	0.289	445.2197	None	None	M172,M42,M95,M256,M147,M232	M42	0.141	0.235	M95	0.121	0.38799999999999996	M256	0.095	0.133	M147	0.079	0.174	M232	0.064	0.434									
3357	M231	0.985	0.13699999999999998	292.1891	None	None	M231																								
3358	M146	0.237	0.128	564.3137	None	None	M146,M160,M384,M95,M232,M188,M346	M160	0.155	0.303	M384	0.14800000000000002	0.18	M95	0.138	0.249	M232	0.077	0.27699999999999997	M188	0.064	0.591	M346	0.051	0.7140000000000001						
3359	M385	0.72	0.22	191.1421	None	None	M385,M110,M41	M110	0.079	0.8170000000000001	M41	0.052000000000000005	0.157																		
336	M372	0.649	0.44299999999999995	414.1809	None	None	M372,M202,M186,M117	M202	0.13	0.935	M186	0.079	0.9	M117	0.064	0.649															
3360	M226	0.522	0.055999999999999994	475.1935	None	None	M226,M232,M384	M232	0.09	0.23800000000000002	M384	0.087	0.057																		
3361	M271	0.302	0.141	464.2617	None	None	M271,M380,M258,M36,M205,M273	M380	0.14800000000000002	0.226	M258	0.091	0.139	M36	0.067	0.16	M205	0.059000000000000004	0.179	M273	0.057999999999999996	0.22899999999999998									
3362	M160	0.385	0.733	548.3193	None	None	M160,M263,M134	M263	0.284	0.39799999999999996	M134	0.087	0.25																		
3363	M212	0.39399999999999996	0.537	566.2933	None	None	M212,M160	M160	0.35100000000000003	0.37																					
3364	M39	0.363	0.43700000000000006	452.1886	None	None	M39,M345,M377,M273	M345	0.299	0.591	M377	0.165	0.466	M273	0.057	0.267															
3365	M160	0.28	0.579	534.3037	None	None	M160,M222,M288,M260,M232	M222	0.179	0.18100000000000002	M288	0.084	0.455	M260	0.06	0.105	M232	0.055999999999999994	0.226												
3366	M286	0.34700000000000003	0.188	471.2356	None	None	M286,M95,M160,M232,M108,M384	M95	0.14400000000000002	0.324	M160	0.073	0.231	M232	0.07	0.344	M108	0.068	0.20800000000000002	M384	0.059000000000000004	0.09300000000000001									
3367	M303	0.39799999999999996	0.287	536.3193	None	None	M303,M160,M232,M95	M160	0.201	0.493	M232	0.11699999999999999	0.436	M95	0.107	0.337															
3368	M380	0.664	0.526	436.2302	None	None	M380,M95	M95	0.068	0.336																					
3369	M4	0.48	0.16699999999999998	324.1788	None	None	M4,M285,M149	M285	0.266	0.48700000000000004	M149	0.205	0.065																		
337	M372	0.461	0.392	400.304	None	None	M372,M284,M202,M186	M284	0.235	0.40399999999999997	M202	0.131	0.951	M186	0.08900000000000001	0.903															
3370	M147	0.425	0.405	325.1626	None	None	M147,M105,M201	M105	0.375	0.40299999999999997	M201	0.064	0.15																		
3371	M6	0.306	0.111	492.2198	None	None	M6,M374,M304,M108,M95	M374	0.19699999999999998	0.301	M304	0.136	0.182	M108	0.07	0.324	M95	0.054000000000000006	0.22												
3372	M70	0.512	0.578	522.3038	None	None	M70,M160	M160	0.35700000000000004	0.72																					
3373	M249	0.254	0.131	534.3401	None	None	M249,M160	M160	0.247	0.45299999999999996																					
3374	M298	0.451	0.195	494.3091	None	None	M298,M232,M382,M204,M137	M232	0.124	0.31	M382	0.096	0.741	M204	0.057	0.774	M137	0.055999999999999994	0.7759999999999999												
3375	M359	0.447	0.409	366.2259	None	None	M359,M273,M232,M128,M324	M273	0.214	0.488	M232	0.065	0.648	M128	0.051	0.682	M324	0.05	0.981												
3376	M383	0.40399999999999997	0.47700000000000004	426.21	None	None	M383,M377,M273,M380	M377	0.126	0.428	M273	0.065	0.28600000000000003	M380	0.055999999999999994	0.127															
3377	M221	0.9259999999999999	0.065	310.163	None	None	M221																								
3378	M66	0.6409999999999999	0.557	506.2356	None	None	M66,M95	M95	0.16	0.52																					
3379	M160	0.29600000000000004	0.565	532.3243	None	None	M160,M56,M232,M134,M288	M56	0.265	0.256	M232	0.066	0.26899999999999996	M134	0.065	0.215	M288	0.062	0.275												
338	M202	0.41100000000000003	0.968	634.4497	None	None	M202,M372,M186	M372	0.332	0.444	M186	0.062	0.91																		
3380	M37	0.426	0.402	492.293	None	None	M37,M160	M160	0.251	0.639																					
3381	M59	0.943	0.076	473.1574	None	None	M59,M371	M371	0.052000000000000005	0.857																					
3382	M165	0.992	0.067	353.2054	None	None	M165																								
3383	M71	0.3	0.836	1018.5924	None	None	M71,M198,M95,M32,M12,M202,M161,M199	M198	0.153	0.645	M95	0.10800000000000001	0.5529999999999999	M32	0.08199999999999999	0.07200000000000001	M12	0.07200000000000001	0.111	M202	0.063	0.856	M161	0.061	0.086	M199	0.055	0.071			
3384	M71	0.892	0.847	680.3916	None	None	M71,M202	M202	0.107	0.9109999999999999																					
3385	M355	0.961	0.09	489.1525	None	None	M355																								
3386	M116	0.8959999999999999	0.022000000000000002	251.1381	None	None	M116																								
3387	M49	0.531	0.044000000000000004	271.1137	None	None	M49,M315	M315	0.42700000000000005	0.08199999999999999																					
3388	M15	0.91	0.182	595.3412	None	None	M15,M14	M14	0.076	0.358																					
3389	M90	0.7070000000000001	0.076	292.2255	None	None	M90,M322	M322	0.293	0.7979999999999999																					
339	M118	0.6	0.431	297.2408	None	None	M118,M110	M110	0.133	0.623																					
3390	M3	0.85	0.18600000000000003	229.0672	None	None	M3																								
3391	M315	0.9670000000000001	0.107	285.1292	None	None	M315																								
3392	M367	0.95	0.05	246.1116	None	None	M367																								
3393	M376	0.9229999999999999	0.053	376.262	None	None	M376,M152	M152	0.077	0.561																					
3394	M101	0.94	0.151	881.4319	None	None	M101																								
3395	M103	0.569	0.027999999999999997	243.0827	None	None	M103,M315	M315	0.392	0.068																					
3396	M60	0.299	0.066	532.3115	None	None	M60,M198,M71,M382,M202	M198	0.163	0.5720000000000001	M71	0.124	0.772	M382	0.111	0.863	M202	0.09300000000000001	0.846												
3397	M50	0.64	0.03	306.241	None	None	M50,M322,M168	M322	0.275	0.807	M168	0.079	0.079																		
3398	M210	0.542	0.28	840.499	None	None	M210,M71,M202,M135	M71	0.243	0.8340000000000001	M202	0.083	0.9309999999999999	M135	0.073	0.152															
3399	M10	0.8240000000000001	0.754	595.5017	None	None	M10																								
34	M206	0.9990000000000001	0.053	261.1086	None	None	M206																								
340	M202	0.8390000000000001	0.96	652.4086	None	None	M202,M7,M322	M7	0.092	0.68	M322	0.053	0.813																		
